"","vS1","vS2"
"28601","9606.ENSP00000216225","9606.ENSP00000397552"
"28602","9606.ENSP00000397552","9606.ENSP00000316032"
"28609","9606.ENSP00000216225","9606.ENSP00000396704"
"28610","9606.ENSP00000396704","9606.ENSP00000316032"
"28617","9606.ENSP00000216225","9606.ENSP00000396068"
"28618","9606.ENSP00000396068","9606.ENSP00000316032"
"28625","9606.ENSP00000216225","9606.ENSP00000395654"
"28626","9606.ENSP00000395654","9606.ENSP00000316032"
"28633","9606.ENSP00000216225","9606.ENSP00000393596"
"28634","9606.ENSP00000393596","9606.ENSP00000316032"
"28641","9606.ENSP00000216225","9606.ENSP00000393183"
"28642","9606.ENSP00000393183","9606.ENSP00000316032"
"28649","9606.ENSP00000216225","9606.ENSP00000392094"
"28650","9606.ENSP00000392094","9606.ENSP00000316032"
"28657","9606.ENSP00000216225","9606.ENSP00000386759"
"28658","9606.ENSP00000386759","9606.ENSP00000316032"
"28665","9606.ENSP00000216225","9606.ENSP00000386717"
"28666","9606.ENSP00000386717","9606.ENSP00000316032"
"28673","9606.ENSP00000216225","9606.ENSP00000386636"
"28674","9606.ENSP00000386636","9606.ENSP00000316032"
"28681","9606.ENSP00000216225","9606.ENSP00000386588"
"28682","9606.ENSP00000386588","9606.ENSP00000316032"
"28689","9606.ENSP00000216225","9606.ENSP00000386541"
"28690","9606.ENSP00000386541","9606.ENSP00000316032"
"28697","9606.ENSP00000216225","9606.ENSP00000385780"
"28698","9606.ENSP00000385780","9606.ENSP00000316032"
"28705","9606.ENSP00000216225","9606.ENSP00000385636"
"28706","9606.ENSP00000385636","9606.ENSP00000316032"
"28713","9606.ENSP00000216225","9606.ENSP00000385410"
"28714","9606.ENSP00000385410","9606.ENSP00000316032"
"28721","9606.ENSP00000216225","9606.ENSP00000385269"
"28722","9606.ENSP00000385269","9606.ENSP00000316032"
"28729","9606.ENSP00000216225","9606.ENSP00000384863"
"28730","9606.ENSP00000384863","9606.ENSP00000316032"
"28737","9606.ENSP00000216225","9606.ENSP00000384408"
"28738","9606.ENSP00000384408","9606.ENSP00000316032"
"28745","9606.ENSP00000216225","9606.ENSP00000384371"
"28746","9606.ENSP00000384371","9606.ENSP00000316032"
"28753","9606.ENSP00000216225","9606.ENSP00000383949"
"28754","9606.ENSP00000383949","9606.ENSP00000316032"
"28761","9606.ENSP00000216225","9606.ENSP00000383366"
"28762","9606.ENSP00000383366","9606.ENSP00000316032"
"28769","9606.ENSP00000216225","9606.ENSP00000382840"
"28770","9606.ENSP00000382840","9606.ENSP00000316032"
"28777","9606.ENSP00000216225","9606.ENSP00000382628"
"28778","9606.ENSP00000382628","9606.ENSP00000316032"
"28785","9606.ENSP00000216225","9606.ENSP00000381932"
"28786","9606.ENSP00000381932","9606.ENSP00000316032"
"28793","9606.ENSP00000216225","9606.ENSP00000380414"
"28794","9606.ENSP00000380414","9606.ENSP00000316032"
"28801","9606.ENSP00000216225","9606.ENSP00000380336"
"28802","9606.ENSP00000380336","9606.ENSP00000316032"
"28809","9606.ENSP00000216225","9606.ENSP00000379475"
"28810","9606.ENSP00000379475","9606.ENSP00000316032"
"28817","9606.ENSP00000216225","9606.ENSP00000379457"
"28818","9606.ENSP00000379457","9606.ENSP00000316032"
"28825","9606.ENSP00000216225","9606.ENSP00000379258"
"28826","9606.ENSP00000379258","9606.ENSP00000316032"
"28833","9606.ENSP00000216225","9606.ENSP00000378721"
"28834","9606.ENSP00000378721","9606.ENSP00000316032"
"28841","9606.ENSP00000216225","9606.ENSP00000378704"
"28842","9606.ENSP00000378704","9606.ENSP00000316032"
"28849","9606.ENSP00000216225","9606.ENSP00000378699"
"28850","9606.ENSP00000378699","9606.ENSP00000316032"
"28857","9606.ENSP00000216225","9606.ENSP00000378529"
"28858","9606.ENSP00000378529","9606.ENSP00000316032"
"28865","9606.ENSP00000216225","9606.ENSP00000378350"
"28866","9606.ENSP00000378350","9606.ENSP00000316032"
"28873","9606.ENSP00000216225","9606.ENSP00000378324"
"28874","9606.ENSP00000378324","9606.ENSP00000316032"
"28881","9606.ENSP00000216225","9606.ENSP00000377633"
"28882","9606.ENSP00000377633","9606.ENSP00000316032"
"28889","9606.ENSP00000216225","9606.ENSP00000377536"
"28890","9606.ENSP00000377536","9606.ENSP00000316032"
"28897","9606.ENSP00000216225","9606.ENSP00000377262"
"28898","9606.ENSP00000377262","9606.ENSP00000316032"
"28905","9606.ENSP00000216225","9606.ENSP00000377086"
"28906","9606.ENSP00000377086","9606.ENSP00000316032"
"28913","9606.ENSP00000216225","9606.ENSP00000376309"
"28914","9606.ENSP00000376309","9606.ENSP00000316032"
"28921","9606.ENSP00000216225","9606.ENSP00000376297"
"28922","9606.ENSP00000376297","9606.ENSP00000316032"
"28929","9606.ENSP00000216225","9606.ENSP00000376077"
"28930","9606.ENSP00000376077","9606.ENSP00000316032"
"28937","9606.ENSP00000216225","9606.ENSP00000375978"
"28938","9606.ENSP00000375978","9606.ENSP00000316032"
"28945","9606.ENSP00000216225","9606.ENSP00000374455"
"28946","9606.ENSP00000374455","9606.ENSP00000316032"
"28953","9606.ENSP00000216225","9606.ENSP00000373696"
"28954","9606.ENSP00000373696","9606.ENSP00000316032"
"28961","9606.ENSP00000216225","9606.ENSP00000373312"
"28962","9606.ENSP00000373312","9606.ENSP00000316032"
"28969","9606.ENSP00000216225","9606.ENSP00000372088"
"28970","9606.ENSP00000372088","9606.ENSP00000316032"
"28977","9606.ENSP00000216225","9606.ENSP00000371475"
"28978","9606.ENSP00000371475","9606.ENSP00000316032"
"28985","9606.ENSP00000216225","9606.ENSP00000371067"
"28986","9606.ENSP00000371067","9606.ENSP00000316032"
"28993","9606.ENSP00000216225","9606.ENSP00000370745"
"28994","9606.ENSP00000370745","9606.ENSP00000316032"
"29001","9606.ENSP00000216225","9606.ENSP00000370625"
"29002","9606.ENSP00000370625","9606.ENSP00000316032"
"29009","9606.ENSP00000216225","9606.ENSP00000369774"
"29010","9606.ENSP00000369774","9606.ENSP00000316032"
"29017","9606.ENSP00000216225","9606.ENSP00000369666"
"29018","9606.ENSP00000369666","9606.ENSP00000316032"
"29025","9606.ENSP00000216225","9606.ENSP00000369497"
"29026","9606.ENSP00000369497","9606.ENSP00000316032"
"29033","9606.ENSP00000216225","9606.ENSP00000369411"
"29034","9606.ENSP00000369411","9606.ENSP00000316032"
"29041","9606.ENSP00000216225","9606.ENSP00000369390"
"29042","9606.ENSP00000369390","9606.ENSP00000316032"
"29049","9606.ENSP00000216225","9606.ENSP00000369373"
"29050","9606.ENSP00000369373","9606.ENSP00000316032"
"29057","9606.ENSP00000216225","9606.ENSP00000369127"
"29058","9606.ENSP00000369127","9606.ENSP00000316032"
"29065","9606.ENSP00000216225","9606.ENSP00000367542"
"29066","9606.ENSP00000367542","9606.ENSP00000316032"
"29073","9606.ENSP00000216225","9606.ENSP00000367203"
"29074","9606.ENSP00000367203","9606.ENSP00000316032"
"29081","9606.ENSP00000216225","9606.ENSP00000367034"
"29082","9606.ENSP00000367034","9606.ENSP00000316032"
"29089","9606.ENSP00000216225","9606.ENSP00000366999"
"29090","9606.ENSP00000366999","9606.ENSP00000316032"
"29097","9606.ENSP00000216225","9606.ENSP00000366974"
"29098","9606.ENSP00000366974","9606.ENSP00000316032"
"29105","9606.ENSP00000216225","9606.ENSP00000366956"
"29106","9606.ENSP00000366956","9606.ENSP00000316032"
"29113","9606.ENSP00000216225","9606.ENSP00000366876"
"29114","9606.ENSP00000366876","9606.ENSP00000316032"
"29121","9606.ENSP00000216225","9606.ENSP00000366271"
"29122","9606.ENSP00000366271","9606.ENSP00000316032"
"29129","9606.ENSP00000216225","9606.ENSP00000365851"
"29130","9606.ENSP00000365851","9606.ENSP00000316032"
"29137","9606.ENSP00000216225","9606.ENSP00000365576"
"29138","9606.ENSP00000365576","9606.ENSP00000316032"
"29145","9606.ENSP00000216225","9606.ENSP00000365439"
"29146","9606.ENSP00000365439","9606.ENSP00000316032"
"29153","9606.ENSP00000216225","9606.ENSP00000365042"
"29154","9606.ENSP00000365042","9606.ENSP00000316032"
"29161","9606.ENSP00000216225","9606.ENSP00000364805"
"29162","9606.ENSP00000364805","9606.ENSP00000316032"
"29169","9606.ENSP00000216225","9606.ENSP00000364802"
"29170","9606.ENSP00000364802","9606.ENSP00000316032"
"29177","9606.ENSP00000216225","9606.ENSP00000364589"
"29178","9606.ENSP00000364589","9606.ENSP00000316032"
"29185","9606.ENSP00000216225","9606.ENSP00000363822"
"29186","9606.ENSP00000363822","9606.ENSP00000316032"
"29193","9606.ENSP00000216225","9606.ENSP00000363745"
"29194","9606.ENSP00000363745","9606.ENSP00000316032"
"29201","9606.ENSP00000216225","9606.ENSP00000363124"
"29202","9606.ENSP00000363124","9606.ENSP00000316032"
"29209","9606.ENSP00000216225","9606.ENSP00000363018"
"29210","9606.ENSP00000363018","9606.ENSP00000316032"
"29217","9606.ENSP00000216225","9606.ENSP00000363017"
"29218","9606.ENSP00000363017","9606.ENSP00000316032"
"29225","9606.ENSP00000216225","9606.ENSP00000362937"
"29226","9606.ENSP00000362937","9606.ENSP00000316032"
"29233","9606.ENSP00000216225","9606.ENSP00000362931"
"29234","9606.ENSP00000362931","9606.ENSP00000316032"
"29241","9606.ENSP00000216225","9606.ENSP00000362824"
"29242","9606.ENSP00000362824","9606.ENSP00000316032"
"29249","9606.ENSP00000216225","9606.ENSP00000362820"
"29250","9606.ENSP00000362820","9606.ENSP00000316032"
"29257","9606.ENSP00000216225","9606.ENSP00000362773"
"29258","9606.ENSP00000362773","9606.ENSP00000316032"
"29265","9606.ENSP00000216225","9606.ENSP00000362728"
"29266","9606.ENSP00000362728","9606.ENSP00000316032"
"29273","9606.ENSP00000216225","9606.ENSP00000362680"
"29274","9606.ENSP00000362680","9606.ENSP00000316032"
"29281","9606.ENSP00000216225","9606.ENSP00000362649"
"29282","9606.ENSP00000362649","9606.ENSP00000316032"
"29289","9606.ENSP00000216225","9606.ENSP00000362441"
"29290","9606.ENSP00000362441","9606.ENSP00000316032"
"29297","9606.ENSP00000216225","9606.ENSP00000362361"
"29298","9606.ENSP00000362361","9606.ENSP00000316032"
"29305","9606.ENSP00000216225","9606.ENSP00000361990"
"29306","9606.ENSP00000361990","9606.ENSP00000316032"
"29313","9606.ENSP00000216225","9606.ENSP00000361918"
"29314","9606.ENSP00000361918","9606.ENSP00000316032"
"29321","9606.ENSP00000216225","9606.ENSP00000361540"
"29322","9606.ENSP00000361540","9606.ENSP00000316032"
"29329","9606.ENSP00000216225","9606.ENSP00000361433"
"29330","9606.ENSP00000361433","9606.ENSP00000316032"
"29337","9606.ENSP00000216225","9606.ENSP00000361423"
"29338","9606.ENSP00000361423","9606.ENSP00000316032"
"29345","9606.ENSP00000216225","9606.ENSP00000361275"
"29346","9606.ENSP00000361275","9606.ENSP00000316032"
"29353","9606.ENSP00000216225","9606.ENSP00000361245"
"29354","9606.ENSP00000361245","9606.ENSP00000316032"
"29361","9606.ENSP00000216225","9606.ENSP00000361021"
"29362","9606.ENSP00000361021","9606.ENSP00000316032"
"29369","9606.ENSP00000216225","9606.ENSP00000360994"
"29370","9606.ENSP00000360994","9606.ENSP00000316032"
"29377","9606.ENSP00000216225","9606.ENSP00000360690"
"29378","9606.ENSP00000360690","9606.ENSP00000316032"
"29385","9606.ENSP00000216225","9606.ENSP00000360525"
"29386","9606.ENSP00000360525","9606.ENSP00000316032"
"29393","9606.ENSP00000216225","9606.ENSP00000360266"
"29394","9606.ENSP00000360266","9606.ENSP00000316032"
"29401","9606.ENSP00000216225","9606.ENSP00000359727"
"29402","9606.ENSP00000359727","9606.ENSP00000316032"
"29409","9606.ENSP00000216225","9606.ENSP00000359645"
"29410","9606.ENSP00000359645","9606.ENSP00000316032"
"29417","9606.ENSP00000216225","9606.ENSP00000359424"
"29418","9606.ENSP00000359424","9606.ENSP00000316032"
"29425","9606.ENSP00000216225","9606.ENSP00000359300"
"29426","9606.ENSP00000359300","9606.ENSP00000316032"
"29433","9606.ENSP00000216225","9606.ENSP00000359119"
"29434","9606.ENSP00000359119","9606.ENSP00000316032"
"29441","9606.ENSP00000216225","9606.ENSP00000358635"
"29442","9606.ENSP00000358635","9606.ENSP00000316032"
"29449","9606.ENSP00000216225","9606.ENSP00000358474"
"29450","9606.ENSP00000358474","9606.ENSP00000316032"
"29457","9606.ENSP00000216225","9606.ENSP00000358417"
"29458","9606.ENSP00000358417","9606.ENSP00000316032"
"29465","9606.ENSP00000216225","9606.ENSP00000358262"
"29466","9606.ENSP00000358262","9606.ENSP00000316032"
"29473","9606.ENSP00000216225","9606.ENSP00000358155"
"29474","9606.ENSP00000358155","9606.ENSP00000316032"
"29481","9606.ENSP00000216225","9606.ENSP00000358151"
"29482","9606.ENSP00000358151","9606.ENSP00000316032"
"29489","9606.ENSP00000216225","9606.ENSP00000358140"
"29490","9606.ENSP00000358140","9606.ENSP00000316032"
"29497","9606.ENSP00000216225","9606.ENSP00000358089"
"29498","9606.ENSP00000358089","9606.ENSP00000316032"
"29505","9606.ENSP00000216225","9606.ENSP00000357858"
"29506","9606.ENSP00000357858","9606.ENSP00000316032"
"29513","9606.ENSP00000216225","9606.ENSP00000357679"
"29514","9606.ENSP00000357679","9606.ENSP00000316032"
"29521","9606.ENSP00000216225","9606.ENSP00000357516"
"29522","9606.ENSP00000357516","9606.ENSP00000316032"
"29529","9606.ENSP00000216225","9606.ENSP00000357048"
"29530","9606.ENSP00000357048","9606.ENSP00000316032"
"29537","9606.ENSP00000216225","9606.ENSP00000356520"
"29538","9606.ENSP00000356520","9606.ENSP00000316032"
"29545","9606.ENSP00000216225","9606.ENSP00000356438"
"29546","9606.ENSP00000356438","9606.ENSP00000316032"
"29553","9606.ENSP00000216225","9606.ENSP00000355205"
"29554","9606.ENSP00000355205","9606.ENSP00000316032"
"29561","9606.ENSP00000216225","9606.ENSP00000355013"
"29562","9606.ENSP00000355013","9606.ENSP00000316032"
"29569","9606.ENSP00000216225","9606.ENSP00000355011"
"29570","9606.ENSP00000355011","9606.ENSP00000316032"
"29577","9606.ENSP00000216225","9606.ENSP00000354957"
"29578","9606.ENSP00000354957","9606.ENSP00000316032"
"29585","9606.ENSP00000216225","9606.ENSP00000354916"
"29586","9606.ENSP00000354916","9606.ENSP00000316032"
"29593","9606.ENSP00000216225","9606.ENSP00000354739"
"29594","9606.ENSP00000354739","9606.ENSP00000316032"
"29601","9606.ENSP00000216225","9606.ENSP00000354558"
"29602","9606.ENSP00000354558","9606.ENSP00000316032"
"29609","9606.ENSP00000216225","9606.ENSP00000354525"
"29610","9606.ENSP00000354525","9606.ENSP00000316032"
"29617","9606.ENSP00000216225","9606.ENSP00000354346"
"29618","9606.ENSP00000354346","9606.ENSP00000316032"
"29625","9606.ENSP00000216225","9606.ENSP00000353549"
"29626","9606.ENSP00000353549","9606.ENSP00000316032"
"29633","9606.ENSP00000216225","9606.ENSP00000352516"
"29634","9606.ENSP00000352516","9606.ENSP00000316032"
"29641","9606.ENSP00000216225","9606.ENSP00000352463"
"29642","9606.ENSP00000352463","9606.ENSP00000316032"
"29649","9606.ENSP00000216225","9606.ENSP00000352438"
"29650","9606.ENSP00000352438","9606.ENSP00000316032"
"29657","9606.ENSP00000216225","9606.ENSP00000352257"
"29658","9606.ENSP00000352257","9606.ENSP00000316032"
"29665","9606.ENSP00000216225","9606.ENSP00000351990"
"29666","9606.ENSP00000351990","9606.ENSP00000316032"
"29673","9606.ENSP00000216225","9606.ENSP00000351777"
"29674","9606.ENSP00000351777","9606.ENSP00000316032"
"29681","9606.ENSP00000216225","9606.ENSP00000351446"
"29682","9606.ENSP00000351446","9606.ENSP00000316032"
"29689","9606.ENSP00000216225","9606.ENSP00000351022"
"29690","9606.ENSP00000351022","9606.ENSP00000316032"
"29697","9606.ENSP00000216225","9606.ENSP00000351015"
"29698","9606.ENSP00000351015","9606.ENSP00000316032"
"29705","9606.ENSP00000216225","9606.ENSP00000350512"
"29706","9606.ENSP00000350512","9606.ENSP00000316032"
"29713","9606.ENSP00000216225","9606.ENSP00000349960"
"29714","9606.ENSP00000349960","9606.ENSP00000316032"
"29721","9606.ENSP00000216225","9606.ENSP00000349640"
"29722","9606.ENSP00000349640","9606.ENSP00000316032"
"29729","9606.ENSP00000216225","9606.ENSP00000349428"
"29730","9606.ENSP00000349428","9606.ENSP00000316032"
"29737","9606.ENSP00000216225","9606.ENSP00000349168"
"29738","9606.ENSP00000349168","9606.ENSP00000316032"
"29745","9606.ENSP00000216225","9606.ENSP00000348984"
"29746","9606.ENSP00000348984","9606.ENSP00000316032"
"29753","9606.ENSP00000216225","9606.ENSP00000348714"
"29754","9606.ENSP00000348714","9606.ENSP00000316032"
"29761","9606.ENSP00000216225","9606.ENSP00000348708"
"29762","9606.ENSP00000348708","9606.ENSP00000316032"
"29769","9606.ENSP00000216225","9606.ENSP00000348419"
"29770","9606.ENSP00000348419","9606.ENSP00000316032"
"29777","9606.ENSP00000216225","9606.ENSP00000348056"
"29778","9606.ENSP00000348056","9606.ENSP00000316032"
"29785","9606.ENSP00000216225","9606.ENSP00000347168"
"29786","9606.ENSP00000347168","9606.ENSP00000316032"
"29793","9606.ENSP00000216225","9606.ENSP00000346694"
"29794","9606.ENSP00000346694","9606.ENSP00000316032"
"29801","9606.ENSP00000216225","9606.ENSP00000346453"
"29802","9606.ENSP00000346453","9606.ENSP00000316032"
"29809","9606.ENSP00000216225","9606.ENSP00000346015"
"29810","9606.ENSP00000346015","9606.ENSP00000316032"
"29817","9606.ENSP00000216225","9606.ENSP00000346001"
"29818","9606.ENSP00000346001","9606.ENSP00000316032"
"29825","9606.ENSP00000216225","9606.ENSP00000345681"
"29826","9606.ENSP00000345681","9606.ENSP00000316032"
"29833","9606.ENSP00000216225","9606.ENSP00000345230"
"29834","9606.ENSP00000345230","9606.ENSP00000316032"
"29841","9606.ENSP00000216225","9606.ENSP00000345206"
"29842","9606.ENSP00000345206","9606.ENSP00000316032"
"29849","9606.ENSP00000216225","9606.ENSP00000344666"
"29850","9606.ENSP00000344666","9606.ENSP00000316032"
"29857","9606.ENSP00000216225","9606.ENSP00000344504"
"29858","9606.ENSP00000344504","9606.ENSP00000316032"
"29865","9606.ENSP00000216225","9606.ENSP00000344456"
"29866","9606.ENSP00000344456","9606.ENSP00000316032"
"29873","9606.ENSP00000216225","9606.ENSP00000343741"
"29874","9606.ENSP00000343741","9606.ENSP00000316032"
"29881","9606.ENSP00000216225","9606.ENSP00000343535"
"29882","9606.ENSP00000343535","9606.ENSP00000316032"
"29889","9606.ENSP00000216225","9606.ENSP00000342374"
"29890","9606.ENSP00000342374","9606.ENSP00000316032"
"29897","9606.ENSP00000216225","9606.ENSP00000341826"
"29898","9606.ENSP00000341826","9606.ENSP00000316032"
"29905","9606.ENSP00000216225","9606.ENSP00000341289"
"29906","9606.ENSP00000341289","9606.ENSP00000316032"
"29913","9606.ENSP00000216225","9606.ENSP00000340796"
"29914","9606.ENSP00000340796","9606.ENSP00000316032"
"29921","9606.ENSP00000216225","9606.ENSP00000340648"
"29922","9606.ENSP00000340648","9606.ENSP00000316032"
"29929","9606.ENSP00000216225","9606.ENSP00000340507"
"29930","9606.ENSP00000340507","9606.ENSP00000316032"
"29937","9606.ENSP00000216225","9606.ENSP00000340330"
"29938","9606.ENSP00000340330","9606.ENSP00000316032"
"29945","9606.ENSP00000216225","9606.ENSP00000339992"
"29946","9606.ENSP00000339992","9606.ENSP00000316032"
"29953","9606.ENSP00000216225","9606.ENSP00000339109"
"29954","9606.ENSP00000339109","9606.ENSP00000316032"
"29961","9606.ENSP00000216225","9606.ENSP00000339095"
"29962","9606.ENSP00000339095","9606.ENSP00000316032"
"29969","9606.ENSP00000216225","9606.ENSP00000339063"
"29970","9606.ENSP00000339063","9606.ENSP00000316032"
"29977","9606.ENSP00000216225","9606.ENSP00000339001"
"29978","9606.ENSP00000339001","9606.ENSP00000316032"
"29985","9606.ENSP00000216225","9606.ENSP00000338157"
"29986","9606.ENSP00000338157","9606.ENSP00000316032"
"29993","9606.ENSP00000216225","9606.ENSP00000337976"
"29994","9606.ENSP00000337976","9606.ENSP00000316032"
"30001","9606.ENSP00000216225","9606.ENSP00000337825"
"30002","9606.ENSP00000337825","9606.ENSP00000316032"
"30009","9606.ENSP00000216225","9606.ENSP00000337797"
"30010","9606.ENSP00000337797","9606.ENSP00000316032"
"30017","9606.ENSP00000216225","9606.ENSP00000337632"
"30018","9606.ENSP00000337632","9606.ENSP00000316032"
"30025","9606.ENSP00000216225","9606.ENSP00000336868"
"30026","9606.ENSP00000336868","9606.ENSP00000316032"
"30033","9606.ENSP00000216225","9606.ENSP00000336741"
"30034","9606.ENSP00000336741","9606.ENSP00000316032"
"30041","9606.ENSP00000216225","9606.ENSP00000336702"
"30042","9606.ENSP00000336702","9606.ENSP00000316032"
"30049","9606.ENSP00000216225","9606.ENSP00000336687"
"30050","9606.ENSP00000336687","9606.ENSP00000316032"
"30057","9606.ENSP00000216225","9606.ENSP00000335153"
"30058","9606.ENSP00000335153","9606.ENSP00000316032"
"30065","9606.ENSP00000216225","9606.ENSP00000332194"
"30066","9606.ENSP00000332194","9606.ENSP00000316032"
"30073","9606.ENSP00000216225","9606.ENSP00000331614"
"30074","9606.ENSP00000331614","9606.ENSP00000316032"
"30081","9606.ENSP00000216225","9606.ENSP00000331310"
"30082","9606.ENSP00000331310","9606.ENSP00000316032"
"30089","9606.ENSP00000216225","9606.ENSP00000328928"
"30090","9606.ENSP00000328928","9606.ENSP00000316032"
"30097","9606.ENSP00000216225","9606.ENSP00000326806"
"30098","9606.ENSP00000326806","9606.ENSP00000316032"
"30105","9606.ENSP00000216225","9606.ENSP00000325905"
"30106","9606.ENSP00000325905","9606.ENSP00000316032"
"30113","9606.ENSP00000216225","9606.ENSP00000325377"
"30114","9606.ENSP00000325377","9606.ENSP00000316032"
"30121","9606.ENSP00000216225","9606.ENSP00000325376"
"30122","9606.ENSP00000325376","9606.ENSP00000316032"
"30129","9606.ENSP00000216225","9606.ENSP00000325312"
"30130","9606.ENSP00000325312","9606.ENSP00000316032"
"30137","9606.ENSP00000216225","9606.ENSP00000324792"
"30138","9606.ENSP00000324792","9606.ENSP00000316032"
"30145","9606.ENSP00000216225","9606.ENSP00000324173"
"30146","9606.ENSP00000324173","9606.ENSP00000316032"
"30153","9606.ENSP00000216225","9606.ENSP00000324124"
"30154","9606.ENSP00000324124","9606.ENSP00000316032"
"30161","9606.ENSP00000216225","9606.ENSP00000323967"
"30162","9606.ENSP00000323967","9606.ENSP00000316032"
"30169","9606.ENSP00000216225","9606.ENSP00000323889"
"30170","9606.ENSP00000323889","9606.ENSP00000316032"
"30177","9606.ENSP00000216225","9606.ENSP00000323588"
"30178","9606.ENSP00000323588","9606.ENSP00000316032"
"30185","9606.ENSP00000216225","9606.ENSP00000323421"
"30186","9606.ENSP00000323421","9606.ENSP00000316032"
"30193","9606.ENSP00000216225","9606.ENSP00000322439"
"30194","9606.ENSP00000322439","9606.ENSP00000316032"
"30201","9606.ENSP00000216225","9606.ENSP00000321239"
"30202","9606.ENSP00000321239","9606.ENSP00000316032"
"30209","9606.ENSP00000216225","9606.ENSP00000320898"
"30210","9606.ENSP00000320898","9606.ENSP00000316032"
"30217","9606.ENSP00000216225","9606.ENSP00000320566"
"30218","9606.ENSP00000320566","9606.ENSP00000316032"
"30225","9606.ENSP00000216225","9606.ENSP00000320147"
"30226","9606.ENSP00000320147","9606.ENSP00000316032"
"30233","9606.ENSP00000216225","9606.ENSP00000319240"
"30234","9606.ENSP00000319240","9606.ENSP00000316032"
"30241","9606.ENSP00000216225","9606.ENSP00000318687"
"30242","9606.ENSP00000318687","9606.ENSP00000316032"
"30249","9606.ENSP00000216225","9606.ENSP00000318635"
"30250","9606.ENSP00000318635","9606.ENSP00000316032"
"30257","9606.ENSP00000216225","9606.ENSP00000318297"
"30258","9606.ENSP00000318297","9606.ENSP00000316032"
"30265","9606.ENSP00000216225","9606.ENSP00000318195"
"30266","9606.ENSP00000318195","9606.ENSP00000316032"
"30273","9606.ENSP00000216225","9606.ENSP00000316042"
"30274","9606.ENSP00000316042","9606.ENSP00000316032"
"30281","9606.ENSP00000216225","9606.ENSP00000314030"
"30282","9606.ENSP00000314030","9606.ENSP00000316032"
"30289","9606.ENSP00000216225","9606.ENSP00000314029"
"30290","9606.ENSP00000314029","9606.ENSP00000316032"
"30297","9606.ENSP00000216225","9606.ENSP00000313950"
"30298","9606.ENSP00000313950","9606.ENSP00000316032"
"30305","9606.ENSP00000216225","9606.ENSP00000313829"
"30306","9606.ENSP00000313829","9606.ENSP00000316032"
"30313","9606.ENSP00000216225","9606.ENSP00000313582"
"30314","9606.ENSP00000313582","9606.ENSP00000316032"
"30321","9606.ENSP00000216225","9606.ENSP00000313420"
"30322","9606.ENSP00000313420","9606.ENSP00000316032"
"30329","9606.ENSP00000216225","9606.ENSP00000313007"
"30330","9606.ENSP00000313007","9606.ENSP00000316032"
"30337","9606.ENSP00000216225","9606.ENSP00000311747"
"30338","9606.ENSP00000311747","9606.ENSP00000316032"
"30345","9606.ENSP00000216225","9606.ENSP00000311430"
"30346","9606.ENSP00000311430","9606.ENSP00000316032"
"30353","9606.ENSP00000216225","9606.ENSP00000311032"
"30354","9606.ENSP00000311032","9606.ENSP00000316032"
"30361","9606.ENSP00000216225","9606.ENSP00000310332"
"30362","9606.ENSP00000310332","9606.ENSP00000316032"
"30369","9606.ENSP00000216225","9606.ENSP00000310275"
"30370","9606.ENSP00000310275","9606.ENSP00000316032"
"30377","9606.ENSP00000216225","9606.ENSP00000310219"
"30378","9606.ENSP00000310219","9606.ENSP00000316032"
"30385","9606.ENSP00000216225","9606.ENSP00000309198"
"30386","9606.ENSP00000309198","9606.ENSP00000316032"
"30393","9606.ENSP00000216225","9606.ENSP00000308622"
"30394","9606.ENSP00000308622","9606.ENSP00000316032"
"30401","9606.ENSP00000216225","9606.ENSP00000307940"
"30402","9606.ENSP00000307940","9606.ENSP00000316032"
"30409","9606.ENSP00000216225","9606.ENSP00000307863"
"30410","9606.ENSP00000307863","9606.ENSP00000316032"
"30417","9606.ENSP00000216225","9606.ENSP00000307288"
"30418","9606.ENSP00000307288","9606.ENSP00000316032"
"30425","9606.ENSP00000216225","9606.ENSP00000306614"
"30426","9606.ENSP00000306614","9606.ENSP00000316032"
"30433","9606.ENSP00000216225","9606.ENSP00000306548"
"30434","9606.ENSP00000306548","9606.ENSP00000316032"
"30441","9606.ENSP00000216225","9606.ENSP00000305556"
"30442","9606.ENSP00000305556","9606.ENSP00000316032"
"30449","9606.ENSP00000216225","9606.ENSP00000305494"
"30450","9606.ENSP00000305494","9606.ENSP00000316032"
"30457","9606.ENSP00000216225","9606.ENSP00000304102"
"30458","9606.ENSP00000304102","9606.ENSP00000316032"
"30465","9606.ENSP00000216225","9606.ENSP00000302961"
"30466","9606.ENSP00000302961","9606.ENSP00000316032"
"30473","9606.ENSP00000216225","9606.ENSP00000302886"
"30474","9606.ENSP00000302886","9606.ENSP00000316032"
"30481","9606.ENSP00000216225","9606.ENSP00000302530"
"30482","9606.ENSP00000302530","9606.ENSP00000316032"
"30489","9606.ENSP00000216225","9606.ENSP00000302160"
"30490","9606.ENSP00000302160","9606.ENSP00000316032"
"30497","9606.ENSP00000216225","9606.ENSP00000301764"
"30498","9606.ENSP00000301764","9606.ENSP00000316032"
"30505","9606.ENSP00000216225","9606.ENSP00000301633"
"30506","9606.ENSP00000301633","9606.ENSP00000316032"
"30513","9606.ENSP00000216225","9606.ENSP00000301019"
"30514","9606.ENSP00000301019","9606.ENSP00000316032"
"30521","9606.ENSP00000216225","9606.ENSP00000300413"
"30522","9606.ENSP00000300413","9606.ENSP00000316032"
