"","V1","V2","V3","V4"
"26934",213426,"ATP5F1D","COX5B","992"
"26935",213505,"ATP5F1D","NDUFB7","986"
"26936",213651,"ATP5F1D","COX6A2","975"
"26937",213684,"ATP5F1D","ATP6","999"
"26938",213767,"ATP5F1D","ATP5F1B","999"
"26939",213847,"ATP5F1D","ATP5PO","999"
"26940",213941,"ATP5F1D","ATP5MF","999"
"26941",214024,"ATP5F1D","UQCRFS1","976"
"26942",214170,"ATP5F1D","CYC1","988"
"26943",214272,"ATP5F1D","ATP5MG","999"
"26944",214301,"ATP5F1D","NDUFA8","959"
"26945",215109,"NDUFB7","CYC1","998"
"26946",215139,"NDUFB7","ND5","996"
"26947",215178,"NDUFB7","ND3","994"
"26948",215197,"NDUFB7","NDUFA7","999"
"26949",215238,"NDUFB7","UQCRFS1","995"
"26950",215273,"NDUFB7","NDUFB3","999"
"26951",215287,"NDUFB7","ATP5MF","971"
"26952",215321,"NDUFB7","NDUFA1","995"
"26953",215342,"NDUFB7","ND2","995"
"26954",215363,"NDUFB7","ND4L","970"
"26955",215459,"NDUFB7","NDUFA2","999"
"26956",215461,"NDUFB7","ND1","997"
"26957",215500,"NDUFB7","NDUFA8","999"
"26958",215505,"NDUFB7","ND4","996"
"26959",215517,"NDUFB7","ATP5MG","976"
"26960",215668,"NDUFB7","ATP5MGL","966"
"26961",215684,"NDUFB7","COX5B","990"
"26962",215693,"NDUFB7","NDUFB4","999"
"26963",215739,"NDUFB7","ATP5F1D","986"
"26964",215799,"NDUFB7","NDUFC2-KCTD14","979"
"26965",215904,"NDUFB7","COX6A2","986"
"26966",215919,"NDUFB7","ND6","976"
"26967",217101,"TIMM13","TIMM10","999"
"26968",217183,"TIMM13","TIMM8A","999"
"26969",217297,"TIMM13","COX17","982"
"26970",217357,"TIMM13","COX19","976"
"26971",217629,"TIMM13","TIMM23","985"
"26972",218870,"CDC34","RBX1","999"
"26973",225821,"MIF","CXCR4","980"
"26974",227325,"OSM","MMP9","951"
"26975",235047,"TCN2","CBL","984"
"26976",243283,"TOMM22","TIMM23","968"
"26977",243389,"TOMM22","TIMM22","982"
"26978",243394,"TOMM22","TOMM6","995"
"26979",243490,"TOMM22","TOMM20L","958"
"26980",243594,"TOMM22","ATP5F1B","971"
"26981",243750,"TOMM22","CYC1","959"
"26982",243832,"TOMM22","PINK1","953"
"26983",244164,"TOMM22","TOMM70","999"
"26984",249709,"BIK","BCL2A1","966"
"26985",270584,"RBX1","UBE2R2","985"
"26986",270620,"RBX1","CDC34","999"
"26987",270643,"RBX1","COPS4","996"
"26988",270781,"RBX1","UBE2M","999"
"26989",270978,"RBX1","VHL","999"
"26990",272372,"PHF5A","PRPF6","992"
"26991",272373,"PHF5A","RNF113A","990"
"26992",272416,"PHF5A","LSM8","997"
"26993",272444,"PHF5A","PRPF19","983"
"26994",272555,"PHF5A","WBP4","979"
"26995",272705,"PHF5A","SF3B6","999"
"26996",272812,"PHF5A","MFAP1","984"
"26997",272837,"PHF5A","SNRPA","969"
"26998",272855,"PHF5A","LSM3","996"
"26999",272938,"PHF5A","SF3B5","999"
"27000",272994,"PHF5A","CDC5L","989"
"27001",273178,"PHF5A","SMU1","983"
"27002",281572,"SNAPC1","SNAPC4","999"
"27003",285382,"CTSG","MMP9","960"
"27004",285661,"CTSG","AGT","954"
"27005",293997,"PIGH","PIGY","975"
"27006",298606,"SPTLC2","SPTSSA","995"
"27007",298724,"SPTLC2","SPTSSB","994"
"27008",305561,"VRK1","LEMD3","959"
"27009",306968,"VRK1","BANF1","997"
"27010",320194,"PROCR","CMC2","979"
"27011",320274,"PROCR","F2R","977"
"27012",320488,"PROCR","THBD","998"
"27013",336352,"PROKR2","PROK2","989"
"27014",337974,"SNTA1","CAV3","969"
"27015",338879,"OXT","AVPR1A","981"
"27016",339291,"CHMP4B","CHMP1B","998"
"27017",339361,"CHMP4B","CHMP4C","968"
"27018",340234,"CHMP4B","RNF103-CHMP3","999"
"27019",340323,"CHMP4B","VPS25","997"
"27020",340339,"CHMP4B","CHMP2A","999"
"27021",340374,"CHMP4B","VPS37B","972"
"27022",340455,"CHMP4B","CHMP6","996"
"27023",340669,"LBP","LY96","981"
"27024",342100,"SLC32A1","SLC18A3","976"
"27025",342287,"SLC32A1","SLC17A6","989"
"27026",356468,"GUCY2F","GUCA1ANB","998"
"27027",356908,"GUCY2F","GUCA1B","984"
"27028",364886,"RP2","ARL3","993"
"27029",373877,"ORC6","ORC2","999"
"27030",373961,"ORC6","POLA2","976"
"27031",373995,"ORC6","MCM6","991"
"27032",374003,"ORC6","CDT1","999"
"27033",378561,"ARL2BP","ARL2","998"
"27034",379047,"CCL22","TNF","969"
"27035",379078,"CCL22","CSF2","964"
"27036",379140,"CCL22","CXCL10","987"
"27037",379241,"CCL22","CCR4","958"
"27038",379257,"CCL22","IL13","969"
"27039",379279,"CCL22","CXCL1","966"
"27040",379499,"CCL22","IL1A","956"
"27041",379503,"CCL22","IL10","972"
"27042",379507,"CCL22","CXCL2","959"
"27043",379523,"CCL22","CCL2","977"
"27044",391483,"CMC2","COA4","967"
"27045",391515,"CMC2","PROCR","979"
"27046",398102,"DECR2","ECH1","967"
"27047",417254,"OIP5","MIS18A","999"
"27048",420458,"PAG1","LYN","996"
"27049",422813,"RIPK2","NGFR","996"
"27050",423154,"RIPK2","BIRC2","993"
"27051",423294,"RIPK2","IKBKG","997"
"27052",429226,"EMC2","EMC8","999"
"27053",429592,"EMC2","MMGT1","999"
"27054",429787,"EMC2","EMC6","999"
"27055",432167,"DCTN6","ACTR1B","993"
"27056",438282,"EXOSC5","IMP3","979"
"27057",438292,"EXOSC5","RRP9","973"
"27058",438378,"EXOSC5","NOC4L","985"
"27059",438486,"EXOSC5","EXOSC4","999"
"27060",438490,"EXOSC5","EXOSC6","999"
"27061",438516,"EXOSC5","FBL","985"
"27062",438547,"EXOSC5","UTP3","968"
"27063",438552,"EXOSC5","UTP14C","970"
"27064",438621,"EXOSC5","PWP2","970"
"27065",439063,"EXOSC5","BMS1","961"
"27066",439245,"EXOSC5","MPHOSPH10","961"
"27067",439280,"EXOSC5","UTP20","956"
"27068",441720,"ECH1","DECR2","967"
"27069",441917,"ECH1","AMACR","954"
"27070",441966,"ECH1","HAO1","963"
"27071",441995,"ECH1","ACOT4","966"
"27072",442265,"ECH1","MLYCD","963"
"27073",449435,"PEX11G","PEX11A","970"
"27074",451694,"RNASEH2A","FEN1","958"
"27075",453805,"AMH","SOX9","983"
"27076",460513,"FBL","UTP3","986"
"27077",460515,"FBL","UTP14C","955"
"27078",460702,"FBL","RRP9","999"
"27079",460725,"FBL","IMP3","985"
"27080",460731,"FBL","RPS5","999"
"27081",460736,"FBL","NOC4L","997"
"27082",460743,"FBL","PNO1","958"
"27083",460767,"FBL","XRN2","952"
"27084",460922,"FBL","RPS16","996"
"27085",460931,"FBL","BOP1","999"
"27086",460944,"FBL","RPS28","985"
"27087",460999,"FBL","RPS19","981"
"27088",461252,"FBL","NAT10","972"
"27089",461300,"FBL","PWP2","995"
"27090",461390,"FBL","BMS1","995"
"27091",461469,"FBL","LOC102724159","963"
"27092",461480,"FBL","RPS11","995"
"27093",461570,"FBL","NHP2","999"
"27094",461593,"FBL","EXOSC5","985"
"27095",461764,"FBL","RPS13","998"
"27096",462012,"FBL","MRTO4","973"
"27097",462054,"FBL","RBM28","981"
"27098",462059,"FBL","RRS1","971"
"27099",462180,"FBL","NOP10","958"
"27100",462243,"FBL","UTP20","992"
"27101",462285,"FBL","EIF6","970"
"27102",462371,"FBL","MPHOSPH10","998"
"27103",462778,"EBI3","IL27RA","979"
"27104",462785,"EBI3","IL12A","987"
"27105",462859,"EBI3","IL27","998"
"27106",464152,"POLR2I","SUPT4H1","996"
"27107",464154,"POLR2I","GTF2H5","977"
"27108",464335,"POLR2I","POLR2H","999"
"27109",464479,"POLR2I","RPAP2","975"
"27110",464502,"POLR2I","POLR2L","999"
"27111",465057,"POLR2I","GTF2E2","979"
"27112",469053,"PLIN3","M6PR","992"
"27113",486195,"GAPDHS","LOC112694756","964"
"27114",486788,"GAPDHS","PGK2","994"
"27115",501833,"POLR1F","POLR2L","995"
"27116",501969,"POLR1F","POLR2H","997"
"27117",510209,"TSPAN12","FZD4","960"
"27118",517093,"WASL","NCK1","999"
"27119",517772,"WASL","RAC3","961"
"27120",519861,"RBM28","UTP20","965"
"27121",519872,"RBM28","MPHOSPH10","987"
"27122",519896,"RBM28","PPAN-P2RY11","956"
"27123",519950,"RBM28","DDX52","987"
"27124",520223,"RBM28","BMS1","994"
"27125",520359,"RBM28","RRP36","984"
"27126",520385,"RBM28","DHX37","988"
"27127",520466,"RBM28","PWP2","987"
"27128",520515,"RBM28","BOP1","968"
"27129",520565,"RBM28","DDX47","987"
"27130",520650,"RBM28","IMP3","983"
"27131",520659,"RBM28","RRP9","987"
"27132",520707,"RBM28","NOC4L","984"
"27133",520740,"RBM28","RRP15","966"
"27134",520825,"RBM28","UTP14C","989"
"27135",520828,"RBM28","UTP3","990"
"27136",520829,"RBM28","SURF6","957"
"27137",520859,"RBM28","FBL","981"
"27138",521375,"SERPINE1","SMAD7","964"
"27139",522157,"SERPINE1","ITGB3","959"
"27140",524586,"FIS1","PEX11A","982"
"27141",529708,"MRPL32","MRPL15","999"
"27142",529740,"MRPL32","MRPL57","986"
"27143",529820,"MRPL32","MRPL16","998"
"27144",529825,"MRPL32","MRPS9","996"
"27145",529844,"MRPL32","MRPL33","997"
"27146",529942,"MRPL32","MRPL51","966"
"27147",529975,"MRPL32","MRPL50","997"
"27148",529989,"MRPL32","MRPL54","994"
"27149",529996,"MRPL32","MRPL49","997"
"27150",529997,"MRPL32","LOC107987373","977"
"27151",530027,"MRPL32","MRPL45","987"
"27152",530066,"MRPL32","MRPL17","999"
"27153",530072,"MRPL32","MRPL44","998"
"27154",530094,"MRPL32","MRPL40","999"
"27155",530146,"MRPL32","MRPL46","998"
"27156",530153,"MRPL32","MRPL53","970"
"27157",530159,"MRPL32","MRPL14","977"
"27158",530171,"MRPL32","MRPL13","999"
"27159",530201,"MRPL32","MRPS6","992"
"27160",530243,"MRPL32","MRPL12","996"
"27161",530280,"MRPL32","MRPL34","988"
"27162",530333,"MRPL32","MALSU1","966"
"27163",530363,"MRPL32","MRPS10","988"
"27164",530384,"MRPL32","MRPS14","988"
"27165",530420,"MRPL32","MRPL41","998"
"27166",530426,"MRPL32","GADD45GIP1","969"
"27167",530443,"MRPL32","MRPL3","997"
"27168",530465,"MRPL32","MRPL20","997"
"27169",533417,"YKT6","VAMP2","970"
"27170",533622,"YKT6","NAPA","971"
"27171",534154,"YKT6","SEC22B","998"
"27172",537404,"C5","C5AR1","998"
"27173",537873,"C5","CFB","962"
"27174",538510,"RLN1","INSL5","963"
"27175",538549,"RLN1","RLN3","966"
"27176",538607,"RLN1","INSL3","952"
"27177",538625,"RLN1","RXFP2","992"
"27178",548811,"MPO","ELANE","971"
"27179",552685,"CRYBA1","CRYAA","959"
"27180",556120,"SUPT4H1","POLR2L","988"
"27181",556161,"SUPT4H1","CTR9","981"
"27182",556627,"SUPT4H1","NELFB","988"
"27183",556754,"SUPT4H1","POLR2I","996"
"27184",558559,"TAX1BP3","LIN7A","959"
"27185",568264,"C1QBP","KRT1","983"
"27186",575538,"CCL2","CCR2","999"
"27187",575567,"CCL2","LIF","951"
"27188",575588,"CCL2","CCR1","987"
"27189",575677,"CCL2","IL1A","983"
"27190",575991,"CCL2","JUN","968"
"27191",576123,"CCL2","CCL5","952"
"27192",576719,"CCL2","CCL22","977"
"27193",576739,"CCL2","IL10","989"
"27194",576753,"CCL2","CXCL2","984"
"27195",576835,"CCL2","IL13","983"
"27196",576860,"CCL2","CXCL1","989"
"27197",577043,"CCL2","CSF2","988"
"27198",577138,"CCL2","CXCL10","991"
"27199",577536,"CCL2","TNF","992"
"27200",577786,"CCL1","CCR8","998"
"27201",578101,"CCL13","CCR1","952"
"27202",578140,"CCL13","CCR2","969"
"27203",588774,"EFNB3","EPHA1","965"
"27204",588945,"EFNB3","EPHB3","997"
"27205",589694,"RCVRN","RHO","993"
"27206",589714,"RCVRN","RBP3","982"
"27207",589737,"RCVRN","GRK7","997"
"27208",589771,"RCVRN","GRK1","999"
"27209",602275,"PF4V1","CXCR3","988"
"27210",605449,"IL2","SOCS1","958"
"27211",606737,"IL2","JUN","969"
"27212",614894,"UNC93B1","TLR7","995"
"27213",615019,"UNC93B1","TLR9","972"
"27214",616234,"CCND1","SOX2","965"
"27215",616341,"CCND1","JUN","982"
"27216",616494,"CCND1","E2F2","970"
"27217",616706,"CCND1","CDKN2D","955"
"27218",617183,"CCND1","E2F4","975"
"27219",619642,"PRPF19","PHF5A","983"
"27220",619699,"PRPF19","ZNF830","975"
"27221",619743,"PRPF19","SF3B5","986"
"27222",619954,"PRPF19","PPIL1","999"
"27223",620034,"PRPF19","CWC25","996"
"27224",620104,"PRPF19","ISY1-RAB43","996"
"27225",620149,"PRPF19","SF3B6","988"
"27226",620366,"PRPF19","RNF113A","970"
"27227",620369,"PRPF19","RBM8A","961"
"27228",620383,"PRPF19","BCAS2","999"
"27229",620867,"PRPF19","CDC5L","999"
"27230",626482,"SCGB2A2","SCGB1D2","979"
"27231",637519,"DAO","AGXT","963"
"27232",637553,"DAO","CAT","952"
"27233",637654,"DAO","HAO1","953"
"27234",638765,"IL23A","IL10","964"
"27235",638882,"IL23A","IL12B","998"
"27236",648733,"AKAP3","FSCB","968"
"27237",655904,"IFNG","IL10","951"
"27238",656142,"IFNG","SOCS1","959"
"27239",656584,"IFNG","JUN","958"
"27240",660304,"MRPL51","MRPL50","986"
"27241",660305,"MRPL51","MRPS14","961"
"27242",660324,"MRPL51","MRPL54","968"
"27243",660333,"MRPL51","MRPL32","966"
"27244",660443,"MRPL51","MRPL17","967"
"27245",660451,"MRPL51","MRPS25","956"
"27246",660452,"MRPL51","MRPL44","985"
"27247",660469,"MRPL51","MRPL3","963"
"27248",660479,"MRPL51","MRPL20","993"
"27249",660501,"MRPL51","GADD45GIP1","961"
"27250",660512,"MRPL51","MRPL41","993"
"27251",660517,"MRPL51","MRPL45","989"
"27252",660535,"MRPL51","MRPL49","995"
"27253",660553,"MRPL51","MRPL13","973"
"27254",660574,"MRPL51","MRPL46","961"
"27255",660589,"MRPL51","MRPL57","977"
"27256",660595,"MRPL51","MRPL14","975"
"27257",660603,"MRPL51","MRPL53","960"
"27258",660617,"MRPL51","MRPL15","965"
"27259",660651,"MRPL51","MRPL40","990"
"27260",660695,"MRPL51","MRPL34","962"
"27261",660703,"MRPL51","MRPL33","968"
"27262",660756,"MRPL51","MRPL12","981"
"27263",660764,"MRPL51","MRPL16","965"
"27264",674114,"APOBEC1","APOBEC4","988"
"27265",681733,"COX6A1","UQCRFS1","975"
"27266",681834,"COX6A1","CYC1","971"
"27267",681898,"COX6A1","COX1","989"
"27268",681933,"COX6A1","COX8A","991"
"27269",681968,"COX6A1","COX2","993"
"27270",682059,"COX6A1","COX5B","999"
"27271",682104,"COX6A1","COX3","997"
"27272",682237,"COX6A1","CYCS","977"
"27273",686771,"ASF1A","H3C12","991"
"27274",686896,"ASF1A","H3C1","991"
"27275",686904,"ASF1A","H3C3","976"
"27276",687008,"ASF1A","H4C3","990"
"27277",687129,"ASF1A","H3C4","983"
"27278",687317,"ASF1A","CHAF1B","995"
"27279",687383,"ASF1A","H4-16","971"
"27280",687403,"ASF1A","H4C6","989"
"27281",687490,"ASF1A","H3C6","962"
"27282",687890,"ASF1A","H3-2","988"
"27283",687910,"ASF1A","H4C5","956"
"27284",687949,"ASF1A","H3C13","981"
"27285",688001,"ASF1A","H4C13","971"
"27286",688532,"ULBP1","KLRK1","998"
"27287",689777,"FANCE","HES1","969"
"27288",689925,"FANCE","FANCF","999"
"27289",698200,"RPS12","RPL39","999"
"27290",698258,"RPS12","RPL36AL","952"
"27291",698327,"RPS12","EIF2S2","964"
"27292",698339,"RPS12","RPS5","999"
"27293",698376,"RPS12","PNO1","987"
"27294",698507,"RPS12","RPS16","999"
"27295",698532,"RPS12","RPS28","999"
"27296",698539,"RPS12","RPS19","999"
"27297",698601,"RPS12","RIOK1","961"
"27298",698810,"RPS12","RPS10-NUDT3","994"
"27299",698910,"RPS12","RPS11","999"
"27300",699019,"RPS12","RPL10L","996"
"27301",699055,"RPS12","RPS18","999"
"27302",699127,"RPS12","RPS13","999"
"27303",699143,"RPS12","UBA52","999"
"27304",699386,"RPS12","RPLP2","999"
"27305",699450,"RPS12","LTV1","994"
"27306",699555,"RPS12","RPL26L1","965"
"27307",705150,"GUCA1B","GUCY2D","995"
"27308",705277,"GUCA1B","GUCY2F","984"
"27309",717909,"HBEGF","MMP7","961"
"27310",720879,"GZMK","MSMB","983"
"27311",725186,"IL12B","IL10","963"
"27312",725195,"IL12B","IL12A","998"
"27313",725202,"IL12B","IL23A","998"
"27314",751813,"HES1","NOTCH4","951"
"27315",751901,"HES1","NOTCH3","962"
"27316",751964,"HES1","FANCE","969"
"27317",752268,"HES1","PTF1A","964"
"27318",752297,"HES1","FANCF","966"
"27319",759269,"RRP9","MPHOSPH10","999"
"27320",759344,"RRP9","UTP20","994"
"27321",759370,"RRP9","NOP10","952"
"27322",759406,"RRP9","FBLL1","986"
"27323",759466,"RRP9","RBM28","987"
"27324",759512,"RRP9","DDX52","951"
"27325",759634,"RRP9","RPS13","995"
"27326",759699,"RRP9","NOL12","951"
"27327",759739,"RRP9","EXOSC5","973"
"27328",759743,"RRP9","NHP2","988"
"27329",759818,"RRP9","LOC102724159","966"
"27330",759820,"RRP9","RPS11","982"
"27331",759832,"RRP9","NOM1","994"
"27332",759859,"RRP9","BMS1","999"
"27333",759895,"RRP9","PWP2","998"
"27334",759920,"RRP9","NAT10","998"
"27335",759948,"RRP9","DHX37","995"
"27336",759979,"RRP9","RRP36","981"
"27337",760003,"RRP9","DDX47","954"
"27338",760065,"RRP9","RPS28","983"
"27339",760076,"RRP9","RPS16","984"
"27340",760080,"RRP9","BOP1","989"
"27341",760110,"RRP9","AATF","990"
"27342",760190,"RRP9","NOC4L","998"
"27343",760195,"RRP9","PNO1","969"
"27344",760205,"RRP9","RPS5","993"
"27345",760208,"RRP9","IMP3","998"
"27346",760308,"RRP9","FBL","999"
"27347",760329,"RRP9","UTP3","996"
"27348",760336,"RRP9","UTP14C","987"
"27349",760415,"RRP9","NAF1","981"
"27350",777111,"SF3B6","PHF5A","999"
"27351",777358,"SF3B6","MFAP1","990"
"27352",777431,"SF3B6","SF3B5","999"
"27353",777663,"SF3B6","PRPF6","989"
"27354",777710,"SF3B6","PRPF19","988"
"27355",783763,"ACADL","CPT2","983"
"27356",784285,"ACADL","ECHS1","967"
"27357",798912,"ORC2","ORC6","999"
"27358",798977,"ORC2","POLA2","984"
"27359",799020,"ORC2","CDT1","992"
"27360",799031,"ORC2","MCM6","998"
"27361",799322,"ORC2","DBF4","972"
"27362",807756,"SPR","DHFR","972"
"27363",807826,"SPR","TPH1","965"
"27364",808028,"SPR","PTS","975"
"27365",822151,"NT5C1A","NT5C","958"
"27366",836264,"TNP1","TNP2","969"
"27367",848021,"FGF23","KL","999"
"27368",848168,"FGF23","KLB","974"
"27369",849018,"NDUFB3","ND2","990"
"27370",849204,"NDUFB3","NDUFA2","999"
"27371",849214,"NDUFB3","ND1","992"
"27372",849272,"NDUFB3","ND6","956"
"27373",849282,"NDUFB3","NDUFA8","999"
"27374",849284,"NDUFB3","ND4","991"
"27375",849388,"NDUFB3","ND5","992"
"27376",849443,"NDUFB3","ND3","988"
"27377",849469,"NDUFB3","NDUFB7","999"
"27378",849483,"NDUFB3","NDUFA7","997"
"27379",849545,"NDUFB3","UQCRFS1","977"
"27380",849570,"NDUFB3","NDUFB4","999"
"27381",849629,"NDUFB3","ATP5MF","961"
"27382",849681,"NDUFB3","NDUFA1","999"
"27383",861995,"TGFB3","SMAD7","965"
"27384",862538,"TGFB3","CCN2","975"
"27385",871255,"PPP1R3C","NHLRC1","983"
"27386",871308,"PPP1R3C","GYS2","980"
"27387",871721,"PPP1R3C","PPP1R3D","973"
"27388",872212,"PRLHR","PRLH","996"
"27389",875773,"PANK3","PPCS","965"
"27390",884777,"EGR1","ARC","964"
"27391",884913,"EGR1","JUN","969"
"27392",884942,"EGR1","JUNB","983"
"27393",885280,"EGR1","JUND","959"
"27394",886017,"EGR1","SRF","960"
"27395",900901,"KLRK1","RAET1L","998"
"27396",901065,"KLRK1","ULBP1","998"
"27397",901103,"KLRK1","RAET1G","996"
"27398",901322,"KLRK1","ULBP2","999"
"27399",902019,"IAPP","RAMP3","968"
"27400",902321,"IAPP","LEP","984"
"27401",902375,"IAPP","INS","995"
"27402",902414,"IAPP","PDX1","971"
"27403",902819,"KCNJ8","GJA1","978"
"27404",909328,"CAT","SOD3","990"
"27405",909340,"CAT","GPX1","951"
"27406",909514,"CAT","AGXT","963"
"27407",909666,"CAT","HAO1","981"
"27408",909718,"CAT","DAO","952"
"27409",911222,"GHSR","CORT","978"
"27410",924347,"RAMP3","ADM2","986"
"27411",924553,"RAMP3","IAPP","968"
"27412",929578,"NEUROG3","INSM1","970"
"27413",929786,"NEUROG3","ONECUT1","974"
"27414",929833,"NEUROG3","NKX2-2","985"
"27415",930548,"SRGN","PRF1","989"
"27416",934165,"ACADS","ECHS1","992"
"27417",934282,"ACADS","ACAT2","966"
"27418",935323,"BHLHE41","NFIL3","953"
"27419",935634,"BHLHE41","NR1D1","983"
"27420",948957,"TNFAIP6","PTX3","988"
"27421",951650,"BATF3","JUN","999"
"27422",953065,"SNRPA","SF3B5","985"
"27423",953188,"SNRPA","PHF5A","969"
"27424",955917,"GPR83","NPY","970"
"27425",956187,"HAUS3","HAUS5","990"
"27426",958050,"MC3R","AGRP","964"
"27427",959229,"PI3","CSTA","959"
"27428",967174,"MOCS3","CTU1","995"
"27429",971138,"MPHOSPH10","DDX52","991"
"27430",971206,"MPHOSPH10","RBM28","987"
"27431",971266,"MPHOSPH10","FBLL1","958"
"27432",971345,"MPHOSPH10","UTP20","991"
"27433",971354,"MPHOSPH10","NOM1","957"
"27434",971381,"MPHOSPH10","BMS1","999"
"27435",971449,"MPHOSPH10","RPS11","979"
"27436",971452,"MPHOSPH10","LOC102724159","967"
"27437",971508,"MPHOSPH10","EXOSC5","961"
"27438",971540,"MPHOSPH10","RPS13","986"
"27439",971575,"MPHOSPH10","RPS28","979"
"27440",971578,"MPHOSPH10","BOP1","988"
"27441",971582,"MPHOSPH10","RPS16","978"
"27442",971603,"MPHOSPH10","AATF","996"
"27443",971669,"MPHOSPH10","DHX37","997"
"27444",971722,"MPHOSPH10","PWP2","998"
"27445",971745,"MPHOSPH10","NAT10","979"
"27446",971827,"MPHOSPH10","FBL","998"
"27447",971848,"MPHOSPH10","UTP14C","988"
"27448",971850,"MPHOSPH10","UTP3","999"
"27449",971870,"MPHOSPH10","IMP3","999"
"27450",971871,"MPHOSPH10","RPS5","982"
"27451",971880,"MPHOSPH10","RRP9","999"
"27452",971981,"MPHOSPH10","NOC4L","997"
"27453",973432,"LYPD3","AGR3","964"
"27454",975148,"RRP36","RBM28","984"
"27455",975191,"RRP36","DDX52","966"
"27456",975393,"RRP36","UTP3","990"
"27457",975454,"RRP36","BMS1","953"
"27458",975543,"RRP36","RRP9","981"
"27459",975575,"RRP36","ABT1","969"
"27460",978341,"H4C6","H3C8","994"
"27461",978529,"H4C6","H4C2","982"
"27462",978548,"H4C6","H3C7","995"
"27463",978635,"H4C6","H2AB2","991"
"27464",978762,"H4C6","H3C2","994"
"27465",978772,"H4C6","H4C12","979"
"27466",978908,"H4C6","H1-4","965"
"27467",978998,"H4C6","H3C6","995"
"27468",979191,"H4C6","H4C9","979"
"27469",979251,"H4C6","H2AB3","989"
"27470",979270,"H4C6","H1-0","956"
"27471",979324,"H4C6","H4C13","985"
"27472",979366,"H4C6","H3-2","989"
"27473",979397,"H4C6","SMARCA5","994"
"27474",979431,"H4C6","H3C13","995"
"27475",979471,"H4C6","H2AX","992"
"27476",979499,"H4C6","H4C5","981"
"27477",979569,"H4C6","H4C11","981"
"27478",979714,"H4C6","SSRP1","971"
"27479",979758,"H4C6","H4C3","980"
"27480",979790,"H4C6","H4C4","983"
"27481",979878,"H4C6","KAT2B","982"
"27482",979936,"H4C6","H4C15","984"
"27483",979992,"H4C6","H3C10","994"
"27484",980006,"H4C6","H4C8","979"
"27485",980119,"H4C6","H3C3","996"
"27486",980129,"H4C6","H4C1","982"
"27487",980137,"H4C6","H3C1","999"
"27488",980214,"H4C6","H3C11","996"
"27489",980220,"H4C6","H4C14","979"
"27490",980252,"H4C6","H3-4","993"
"27491",980355,"H4C6","H3C12","997"
"27492",980388,"H4C6","H2AC20","986"
"27493",980400,"H4C6","H4-16","979"
"27494",980582,"H4C6","H2BC10","964"
"27495",980741,"H4C6","H2AW","962"
"27496",980866,"H4C6","H3C4","996"
"27497",980880,"H4C6","H2AB1","955"
"27498",980905,"H4C6","H2AC19","990"
"27499",980930,"H4C6","H2AC18","979"
"27500",980968,"H4C6","ASF1B","971"
"27501",980970,"H4C6","ASF1A","989"
"27502",981009,"H4C6","H3-5","978"
"27503",981023,"H4C6","H2BC12","960"
"27504",982906,"H1-1","H2AC20","956"
"27505",983133,"APOBEC2","APOBEC4","990"
"27506",989231,"SCGB1D2","SCGB2A2","979"
"27507",994202,"PIWIL1","TDRD1","986"
"27508",1002610,"SOX9","MAF","967"
"27509",1003259,"SOX9","AMH","983"
"27510",1003305,"SOX9","FGF9","967"
"27511",1008078,"NT5C","NT5C1A","958"
"27512",1012694,"TNFSF9","TNFRSF9","999"
"27513",1029137,"DEFB129","DEFB123","953"
"27514",1029165,"DEFB129","DEFB132","954"
"27515",1029185,"DEFB129","DEFB126","971"
"27516",1029189,"DEFB129","DEFB124","959"
"27517",1029197,"DEFB129","DEFB121","976"
"27518",1029204,"DEFB129","DEFB128","973"
"27519",1029221,"DEFB129","DEFB125","984"
"27520",1029236,"DEFB129","DEFB127","966"
"27521",1029272,"DEFB129","DEFB113","972"
"27522",1029279,"DEFB129","DEFB110","963"
"27523",1031707,"FNTB","RCE1","981"
"27524",1039365,"FFAR1","GIP","958"
"27525",1041019,"CCR7","CCL21","999"
"27526",1042533,"NR1D1","BHLHE41","983"
"27527",1042822,"NR1D1","PPARGC1A","955"
"27528",1043114,"ARL2","ARL2BP","998"
"27529",1043513,"ARL2","TUBB2A","962"
"27530",1043820,"RRAS","PLXNA2","951"
"27531",1043980,"RRAS","PLXNA4","951"
"27532",1044320,"RRAS","PLXNA3","951"
"27533",1055948,"ATG14","UVRAG","994"
"27534",1055995,"ATG14","PIK3R4","999"
"27535",1056002,"ATG14","GABARAPL2","976"
"27536",1058178,"TBPL2","TAF7","959"
"27537",1058686,"TBPL2","TAF3","998"
"27538",1058972,"SGPP1","PLPP3","974"
"27539",1060552,"OMG","NGFR","959"
"27540",1067016,"YEATS4","MRGBP","995"
"27541",1075330,"GNG13","GNAT3","965"
"27542",1083441,"GNG11","GNG10","965"
"27543",1096218,"MCHR1","PMCH","969"
"27544",1097080,"GALR3","GAL","997"
"27545",1100659,"LIF","CCL2","951"
"27546",1100692,"LIF","IL1A","960"
"27547",1100969,"LIF","CSF2","957"
"27548",1100999,"LIF","TNF","952"
"27549",1101178,"LIF","IL10","954"
"27550",1101220,"LIF","CTF1","977"
"27551",1102938,"TAS2R16","TAS2R38","965"
"27552",1102968,"LSM8","MFAP1","982"
"27553",1103008,"LSM8","LSM3","999"
"27554",1103069,"LSM8","SF3B5","997"
"27555",1103307,"LSM8","SMU1","994"
"27556",1103387,"LSM8","PHF5A","997"
"27557",1103647,"LSM8","PRPF6","999"
"27558",1103794,"LSM8","WBP4","980"
